Material_Quality,Concrete_Grade,Steel_Grade,Age_of_Building,No_of_Floors,Foundation_Depth,Soil_Type,Seismic_Zone,Load_Bearing_Capacity,Moisture_Exposure,Maintenance_Frequency,Strength,Durability
9,M40,Fe415,57,14,4.7,Clay,I,445,Medium,0,109.87,61.18
1,M30,Fe415,27,24,8.4,Loam,IV,233,Medium,1,56.91,28.77
2,M20,Fe500,6,5,19.8,Rocky,V,225,Low,3,48.56,49.83
8,M40,Fe500,13,14,4.8,Clay,I,165,Medium,3,119.61,85.69
2,M25,Fe415,32,24,16.2,Sandy,V,187,Medium,5,38.77,22.92
2,M40,Fe500,48,9,16.0,Rocky,V,328,High,1,61.96,16.09
5,M20,Fe500,44,3,4.9,Loam,V,165,Medium,0,52.49,23.67
2,M25,Fe500,11,7,7.8,Rocky,V,434,High,3,50.08,7.19
10,M25,Fe415,50,21,10.1,Clay,V,258,High,1,107.73,55.89
1,M40,Fe500,39,2,17.2,Rocky,V,594,Low,4,53.95,52.84
3,M25,Fe500,38,5,14.9,Loam,V,485,Low,5,41.55,44.05
5,M20,Fe415,6,20,11.5,Loam,III,337,Medium,3,74.89,57.43
1,M20,Fe415,12,5,19.7,Sandy,I,166,Low,1,50.64,45.75
3,M40,Fe500,24,22,16.1,Clay,III,225,Medium,2,79.92,46.85
3,M40,Fe415,30,24,12.6,Clay,IV,583,Low,3,81.78,68.03
10,M40,Fe415,53,2,10.2,Rocky,II,363,High,4,125.59,73.26
6,M25,Fe415,50,10,13.4,Loam,IV,490,High,0,80.8,41.54
4,M20,Fe415,19,4,4.8,Clay,II,277,High,1,41.43,4.58
4,M20,Fe500,20,2,7.2,Rocky,II,492,Low,3,48.8,43.4
8,M40,Fe415,47,6,18.3,Sandy,II,336,Low,2,117.08,82.24
5,M40,Fe500,52,20,19.4,Loam,V,258,High,4,112.58,65.13
6,M20,Fe415,56,22,4.8,Clay,III,156,Medium,0,84.12,54.82
3,M40,Fe415,55,14,3.3,Loam,II,315,Low,5,70.5,67.73
10,M40,Fe415,6,15,10.3,Rocky,V,350,High,4,131.42,77.78
10,M25,Fe500,50,10,3.7,Rocky,IV,167,Medium,2,103.56,64.85
5,M20,Fe415,44,24,17.1,Sandy,III,297,High,4,92.42,53.71
8,M40,Fe500,15,5,9.7,Clay,II,290,Medium,0,92.82,53.3
1,M20,Fe415,54,22,10.5,Sandy,II,275,High,5,32.85,12.9
1,M20,Fe415,48,3,7.0,Loam,V,551,Medium,0,31.67,15.43
8,M20,Fe415,39,14,7.3,Sandy,I,387,Low,0,101.48,75.82
7,M25,Fe500,22,7,19.3,Loam,II,512,High,5,84.18,49.8
8,M20,Fe415,52,14,7.3,Sandy,V,399,High,1,98.19,45.31
4,M40,Fe500,22,9,14.0,Loam,III,250,Low,5,63.29,52.78
8,M25,Fe500,37,9,5.4,Loam,I,438,High,0,63.51,24.7
3,M20,Fe415,25,8,12.0,Clay,I,320,High,1,52.2,11.61
2,M40,Fe415,22,14,12.7,Clay,II,201,Low,5,59.32,65.87
1,M20,Fe415,42,9,5.7,Loam,III,564,Low,0,25.69,11.94
4,M30,Fe415,30,11,18.2,Clay,V,180,High,0,79.4,38.38
9,M40,Fe415,9,2,18.7,Sandy,V,558,High,0,125.36,68.11
6,M30,Fe500,2,16,11.5,Loam,I,582,Medium,3,94.21,69.31
10,M20,Fe415,0,3,16.2,Rocky,III,549,Low,1,99.95,70.9
7,M30,Fe500,40,7,19.2,Sandy,IV,442,Medium,1,95.43,56.25
6,M25,Fe415,55,6,9.6,Sandy,II,155,Low,0,71.98,54.71
4,M25,Fe500,24,3,6.2,Rocky,III,308,High,4,51.3,26.86
6,M20,Fe500,41,1,18.6,Sandy,II,249,Low,4,71.52,57.95
7,M20,Fe415,42,16,7.4,Clay,IV,507,Medium,0,89.89,53.85
4,M25,Fe415,49,7,14.8,Rocky,IV,343,High,3,55.27,32.55
7,M20,Fe415,0,19,13.8,Clay,IV,171,High,5,99.08,70.0
8,M30,Fe415,30,24,12.5,Clay,I,460,Low,0,126.89,92.73
6,M20,Fe500,51,18,11.2,Loam,II,377,Medium,4,78.14,59.32
10,M40,Fe500,34,8,7.9,Rocky,II,194,Low,3,111.89,75.89
10,M25,Fe415,35,3,16.3,Clay,III,590,High,5,115.84,72.03
1,M40,Fe500,47,20,3.9,Clay,IV,441,High,2,39.41,17.12
1,M20,Fe500,41,3,11.9,Rocky,IV,290,High,5,21.34,5.63
3,M30,Fe415,5,16,11.5,Loam,I,465,Medium,5,59.0,45.55
2,M20,Fe415,5,3,13.0,Loam,III,203,High,3,32.14,6.99
1,M20,Fe500,24,22,12.7,Loam,III,258,High,1,55.52,15.45
7,M20,Fe500,45,20,15.8,Loam,III,541,Medium,4,97.4,75.66
3,M40,Fe500,1,5,5.5,Clay,II,560,Low,2,51.97,42.19
7,M25,Fe415,20,21,9.8,Sandy,III,541,Medium,4,88.21,66.82
9,M20,Fe500,38,21,15.6,Clay,IV,249,Medium,0,100.07,53.78
5,M25,Fe500,17,4,10.4,Sandy,II,393,Medium,5,60.39,48.99
9,M40,Fe500,26,10,7.2,Loam,III,285,Low,5,111.08,86.73
2,M25,Fe500,46,23,16.7,Clay,V,457,Low,0,61.5,44.53
9,M30,Fe415,15,22,9.5,Rocky,IV,515,Medium,1,107.41,83.1
5,M25,Fe415,41,4,16.3,Clay,I,252,Low,4,45.83,41.12
6,M25,Fe415,1,11,16.3,Loam,II,594,Medium,0,89.16,45.33
3,M40,Fe415,20,1,10.0,Loam,V,161,Low,3,66.05,56.28
9,M25,Fe500,4,22,13.6,Loam,IV,331,Low,0,109.24,94.25
6,M25,Fe500,17,20,17.4,Clay,V,511,High,4,76.77,46.59
9,M25,Fe415,24,11,6.0,Loam,V,478,Low,5,83.36,72.67
2,M40,Fe415,2,16,20.0,Sandy,IV,302,Low,4,90.52,72.17
7,M25,Fe500,12,21,10.3,Sandy,V,555,Low,1,84.31,63.63
1,M20,Fe500,15,15,13.6,Sandy,IV,152,Low,3,45.86,28.48
2,M25,Fe415,29,12,8.4,Loam,I,340,Medium,1,22.25,11.52
8,M20,Fe500,26,16,19.3,Clay,V,571,High,2,107.62,62.71
5,M30,Fe415,40,5,14.5,Rocky,II,382,Low,1,58.08,38.94
7,M40,Fe415,17,5,13.2,Sandy,IV,358,High,4,92.5,65.03
1,M25,Fe415,11,15,9.3,Loam,II,546,Low,4,23.87,27.18
2,M30,Fe415,53,1,18.2,Loam,III,347,High,3,59.51,33.38
5,M40,Fe500,36,6,15.7,Sandy,V,363,Medium,1,88.95,53.56
8,M40,Fe500,47,20,8.9,Rocky,V,340,High,2,103.92,70.49
6,M30,Fe500,6,16,5.6,Rocky,V,225,Low,0,76.63,48.33
3,M40,Fe500,1,23,5.2,Loam,I,560,Low,0,63.11,32.8
4,M20,Fe415,14,1,16.3,Clay,III,587,Medium,3,60.15,24.38
5,M20,Fe415,17,7,10.9,Clay,V,297,Medium,1,58.67,31.66
2,M20,Fe500,40,7,4.6,Sandy,III,569,High,0,20.02,-6.38
6,M30,Fe415,27,22,10.0,Rocky,IV,178,Medium,4,85.25,52.5
8,M40,Fe500,13,11,5.7,Clay,III,242,Low,3,97.04,68.21
1,M20,Fe500,29,2,10.8,Clay,II,303,Medium,0,36.75,14.83
7,M30,Fe500,59,8,11.2,Rocky,I,288,Low,0,81.98,50.6
5,M20,Fe415,42,24,5.9,Loam,III,584,High,5,62.92,33.2
2,M25,Fe500,18,12,19.3,Sandy,III,474,Low,1,56.8,34.96
10,M25,Fe415,15,15,8.8,Clay,V,389,Medium,5,116.35,89.0
8,M25,Fe415,13,3,17.7,Rocky,IV,536,High,2,91.08,56.44
8,M30,Fe415,19,23,6.4,Loam,III,189,High,5,98.75,55.09
5,M40,Fe500,35,17,19.2,Sandy,V,197,Low,1,111.24,84.11
6,M40,Fe500,25,17,15.5,Sandy,IV,548,Low,4,89.2,61.36
2,M25,Fe500,33,18,18.7,Rocky,I,528,High,4,72.24,45.09
2,M20,Fe415,30,5,14.8,Rocky,II,308,High,5,40.89,25.25
7,M20,Fe415,8,3,13.4,Clay,IV,452,Medium,1,86.06,62.38
2,M40,Fe415,17,24,15.7,Sandy,I,465,Low,1,79.75,59.67
1,M25,Fe415,36,22,6.3,Clay,I,230,Medium,3,32.67,20.64
4,M30,Fe415,35,17,6.1,Sandy,II,556,High,1,76.68,26.83
10,M30,Fe500,31,21,4.3,Sandy,V,402,Medium,1,120.16,67.4
2,M25,Fe500,31,5,3.1,Clay,III,172,Low,1,33.67,38.81
10,M25,Fe415,45,21,14.8,Sandy,I,311,High,1,123.4,76.3
4,M25,Fe500,42,5,4.0,Rocky,II,457,Low,1,38.77,37.6
5,M20,Fe500,19,6,7.5,Rocky,IV,450,High,2,52.61,23.28
6,M20,Fe500,8,6,12.1,Rocky,V,470,Medium,2,69.27,38.06
6,M20,Fe500,27,3,11.7,Loam,I,497,High,4,80.51,49.69
10,M30,Fe500,41,5,18.7,Sandy,I,389,Medium,5,129.29,99.59
5,M40,Fe415,19,5,17.6,Loam,V,512,Low,5,91.55,83.8
10,M20,Fe500,41,19,13.1,Rocky,III,248,Low,1,110.1,79.46
8,M20,Fe500,56,16,17.6,Loam,IV,532,Low,1,98.37,69.24
1,M25,Fe500,58,4,16.6,Loam,I,560,Medium,2,37.64,15.32
10,M30,Fe500,4,9,9.9,Clay,II,443,Low,4,112.92,93.4
2,M25,Fe500,35,5,17.6,Loam,II,264,Medium,0,40.28,19.55
9,M20,Fe500,48,5,17.0,Sandy,II,256,Medium,3,83.13,61.08
3,M30,Fe500,6,9,5.1,Sandy,I,576,Low,4,60.77,60.93
2,M20,Fe415,20,4,8.4,Clay,V,182,Medium,5,26.44,41.49
2,M30,Fe415,14,14,7.8,Sandy,IV,291,High,1,47.02,8.42
5,M30,Fe500,9,21,11.1,Loam,III,390,Medium,5,92.0,66.02
4,M25,Fe415,1,2,17.7,Sandy,II,315,Medium,3,77.54,44.5
2,M40,Fe500,2,16,9.9,Rocky,I,595,Medium,5,53.36,44.57
1,M40,Fe415,59,1,9.7,Rocky,V,420,Medium,1,42.45,23.18
3,M20,Fe500,56,21,8.5,Rocky,III,554,Low,1,53.94,40.01
9,M30,Fe415,49,9,10.9,Clay,II,438,Low,0,114.01,76.07
3,M40,Fe500,20,17,9.6,Clay,V,161,Medium,3,71.97,50.0
2,M20,Fe500,25,21,6.9,Sandy,III,537,High,4,42.67,28.13
2,M30,Fe500,30,6,14.0,Sandy,II,323,Low,0,51.46,36.7
3,M30,Fe415,17,22,17.3,Clay,III,238,Low,2,88.16,71.66
2,M25,Fe415,55,5,3.3,Rocky,IV,309,Medium,3,20.49,14.64
3,M30,Fe415,55,12,14.4,Loam,IV,357,Medium,2,70.75,39.69
9,M20,Fe500,19,8,9.5,Sandy,III,472,Medium,4,95.41,68.19
1,M40,Fe415,32,2,14.3,Sandy,II,221,Medium,0,56.01,28.66
8,M40,Fe415,57,15,7.4,Rocky,III,233,Medium,1,104.41,71.84
4,M20,Fe415,29,8,13.1,Rocky,V,421,Low,4,57.09,55.51
1,M40,Fe500,39,19,3.7,Rocky,II,319,High,1,56.63,23.59
3,M25,Fe415,16,8,8.1,Sandy,I,587,High,3,33.97,11.84
9,M25,Fe415,6,2,5.4,Clay,IV,218,Low,1,70.46,50.93
3,M20,Fe415,58,3,12.3,Clay,I,246,Medium,4,37.32,23.97
1,M40,Fe500,53,3,15.4,Rocky,V,578,Low,0,53.67,52.73
7,M25,Fe415,6,22,12.8,Rocky,III,354,Low,4,99.41,70.17
1,M20,Fe415,32,19,17.8,Loam,III,557,High,4,51.24,33.38
9,M20,Fe415,47,8,3.1,Clay,V,444,Low,0,73.87,38.17
5,M25,Fe500,17,1,13.9,Clay,V,181,Medium,0,56.04,33.44
7,M25,Fe415,27,9,10.4,Rocky,IV,596,Medium,1,80.16,37.89
5,M30,Fe415,42,6,8.2,Clay,I,155,Low,3,64.61,49.05
6,M30,Fe500,43,8,16.5,Sandy,I,586,Low,4,99.44,94.65
6,M20,Fe500,33,4,9.4,Clay,II,232,Low,1,68.34,46.33
6,M40,Fe415,59,19,17.7,Rocky,I,325,High,1,101.28,61.7
8,M25,Fe415,15,13,9.1,Sandy,III,191,High,2,85.02,53.9
9,M30,Fe500,21,15,13.2,Clay,III,329,High,1,117.48,65.33
3,M20,Fe500,24,7,16.5,Sandy,III,211,High,3,56.13,14.94
6,M40,Fe415,25,12,15.6,Sandy,III,361,Low,2,108.16,81.71
1,M20,Fe415,17,8,3.5,Loam,I,190,High,0,18.47,-18.21
1,M20,Fe500,14,17,7.5,Loam,IV,450,Medium,1,29.13,12.25
5,M40,Fe415,19,7,18.9,Rocky,II,242,Low,4,96.89,74.56
9,M40,Fe500,12,10,7.9,Clay,II,542,High,3,111.68,64.66
2,M30,Fe415,32,17,8.9,Loam,I,570,High,5,56.32,30.14
9,M30,Fe415,21,10,6.9,Loam,II,432,High,0,93.91,54.94
10,M40,Fe415,50,13,19.0,Rocky,IV,334,Low,3,119.3,96.72
1,M40,Fe415,21,24,19.1,Loam,V,564,Low,0,80.46,49.05
8,M25,Fe500,36,18,3.6,Clay,II,539,Low,1,88.89,70.78
5,M20,Fe500,9,20,4.7,Loam,III,392,Low,0,68.69,53.94
2,M25,Fe500,21,13,15.3,Clay,V,227,High,2,47.56,24.6
9,M40,Fe415,45,19,8.9,Rocky,I,515,Low,5,136.5,104.24
3,M30,Fe415,42,21,6.6,Sandy,III,189,Low,2,49.2,42.72
5,M25,Fe500,53,21,16.4,Sandy,I,506,High,3,68.18,21.06
6,M25,Fe500,33,23,10.3,Loam,V,156,High,0,79.73,35.07
5,M30,Fe500,4,8,5.9,Sandy,II,450,Low,4,65.69,49.41
7,M30,Fe500,15,16,6.0,Rocky,III,283,High,1,83.16,43.78
6,M40,Fe415,7,1,5.7,Rocky,II,486,Low,2,88.24,70.22
8,M25,Fe415,38,10,4.4,Clay,V,488,High,2,87.97,50.45
6,M20,Fe415,38,13,16.7,Rocky,IV,271,Low,2,77.86,58.61
1,M20,Fe500,8,2,15.5,Clay,III,563,Low,5,31.16,42.53
6,M25,Fe500,37,15,12.5,Loam,II,278,Low,2,79.89,56.29
1,M40,Fe500,8,9,16.3,Clay,I,421,High,2,56.13,29.27
1,M25,Fe500,53,20,12.1,Rocky,III,174,High,1,37.14,13.76
3,M25,Fe415,26,8,6.0,Loam,I,390,High,1,45.99,2.18
8,M40,Fe500,30,14,12.6,Clay,V,454,Medium,2,121.12,89.09
10,M20,Fe500,0,18,8.5,Clay,V,446,Low,4,110.53,94.8
2,M20,Fe500,40,7,7.9,Loam,II,386,Low,1,40.46,27.05
8,M20,Fe500,2,3,17.4,Loam,II,517,Low,5,88.49,85.11
10,M40,Fe415,35,22,4.6,Clay,II,514,Medium,2,113.89,81.41
3,M20,Fe415,0,9,13.6,Rocky,I,596,High,1,42.23,-1.36
3,M30,Fe500,8,11,5.2,Loam,II,401,High,0,51.36,7.77
9,M25,Fe415,43,3,15.8,Sandy,II,349,High,5,97.32,63.99
9,M25,Fe500,22,20,17.5,Sandy,II,374,Low,1,109.29,83.31
1,M30,Fe500,41,20,8.8,Loam,II,595,High,5,41.12,28.19
4,M40,Fe500,36,8,8.8,Loam,I,596,High,2,81.39,43.21
9,M30,Fe415,38,11,3.4,Sandy,III,554,Low,5,84.36,83.2
1,M40,Fe500,32,3,10.9,Clay,I,343,Medium,5,45.33,38.06
3,M20,Fe500,22,10,8.0,Clay,III,169,Low,0,50.7,36.23
9,M20,Fe415,26,6,7.9,Clay,III,558,High,0,82.45,35.64
4,M20,Fe500,26,16,9.0,Sandy,V,201,Low,5,48.92,34.84
5,M40,Fe415,40,16,18.5,Clay,V,386,Medium,1,107.98,60.74
5,M25,Fe500,19,11,7.7,Loam,I,572,Medium,0,63.91,42.66
2,M30,Fe415,20,6,7.8,Clay,III,414,High,3,58.1,33.92
5,M30,Fe500,8,8,19.6,Sandy,V,544,Medium,1,82.7,38.75
3,M25,Fe500,45,3,6.2,Clay,II,468,Medium,4,36.9,19.45
7,M20,Fe500,9,13,10.3,Loam,III,355,High,0,79.03,23.55
6,M25,Fe415,27,1,6.8,Clay,II,290,Medium,3,52.92,28.73
7,M30,Fe415,53,2,10.6,Sandy,II,408,Medium,1,91.36,54.31
3,M25,Fe415,21,20,19.5,Loam,IV,478,High,1,61.69,23.39
2,M25,Fe415,25,8,13.0,Sandy,II,267,Low,2,47.65,35.81
7,M40,Fe415,14,13,9.0,Sandy,III,354,Low,5,95.07,82.61
10,M20,Fe500,59,2,7.6,Clay,II,442,Medium,2,95.7,61.88
1,M40,Fe500,43,8,3.4,Loam,I,381,Low,2,31.11,37.13
7,M25,Fe500,10,14,15.8,Sandy,II,422,Medium,0,89.48,45.62
7,M30,Fe415,25,2,4.4,Sandy,III,268,Medium,3,72.77,42.07
5,M20,Fe415,22,15,3.9,Clay,IV,288,Low,4,61.18,58.33
7,M20,Fe415,41,10,16.8,Loam,IV,471,Low,1,110.22,83.11
1,M20,Fe500,52,17,6.4,Rocky,III,504,High,5,36.09,19.61
10,M40,Fe415,0,5,6.1,Sandy,V,167,High,3,117.1,69.66
7,M25,Fe415,14,2,13.5,Sandy,V,279,High,0,63.37,33.3
5,M25,Fe500,41,17,16.1,Sandy,III,170,High,3,70.39,37.65
4,M25,Fe500,47,3,19.7,Loam,II,211,Low,3,66.49,59.58
9,M25,Fe500,8,18,10.3,Sandy,IV,395,Medium,0,90.69,48.42
8,M25,Fe500,31,21,17.9,Rocky,II,357,Medium,1,112.45,74.34
1,M25,Fe415,40,11,10.9,Rocky,IV,185,Medium,1,36.01,7.17
8,M30,Fe500,18,5,14.4,Sandy,III,503,Medium,0,118.71,77.44
10,M30,Fe415,56,8,10.8,Clay,V,199,Low,0,116.95,84.1
4,M30,Fe415,49,21,16.3,Clay,III,578,High,1,93.19,43.78
5,M30,Fe500,6,11,7.9,Rocky,I,151,High,3,70.94,44.18
2,M25,Fe415,52,20,11.7,Sandy,IV,347,Medium,3,47.88,41.62
9,M20,Fe415,28,6,16.3,Rocky,IV,315,Low,5,110.19,95.85
8,M20,Fe415,28,7,19.9,Sandy,I,353,High,5,75.86,47.36
5,M25,Fe500,51,21,9.0,Loam,I,577,High,2,77.77,43.68
10,M20,Fe415,29,13,16.6,Rocky,III,554,High,3,122.53,66.27
7,M25,Fe500,47,14,7.9,Loam,II,407,Low,3,64.23,57.45
5,M30,Fe415,35,7,9.3,Clay,V,363,Low,3,83.25,79.13
9,M30,Fe500,9,23,19.4,Clay,II,356,Medium,0,132.58,78.85
5,M40,Fe415,42,7,10.8,Clay,II,556,High,3,79.63,55.98
10,M30,Fe500,36,2,17.3,Sandy,III,278,High,0,117.01,64.08
9,M40,Fe415,35,19,5.8,Rocky,II,221,High,2,113.65,53.75
9,M20,Fe415,9,23,15.4,Rocky,V,196,Low,3,112.79,87.62
4,M25,Fe415,16,15,17.5,Clay,I,458,Medium,2,74.78,39.59
3,M30,Fe415,39,15,10.9,Clay,IV,490,Medium,0,78.56,38.99
5,M30,Fe415,9,19,3.9,Loam,IV,462,Medium,4,73.51,54.08
8,M20,Fe500,32,6,6.1,Loam,II,268,Low,1,91.59,59.36
6,M20,Fe415,49,15,15.2,Clay,V,392,Low,4,94.54,82.13
6,M20,Fe500,17,11,12.2,Sandy,IV,482,High,2,78.81,39.5
1,M20,Fe415,52,21,6.8,Rocky,I,381,Low,5,28.17,32.78
7,M30,Fe415,3,4,13.3,Clay,II,159,High,4,100.1,54.71
4,M25,Fe415,33,14,6.6,Sandy,V,235,Medium,0,45.12,14.22
6,M20,Fe500,25,13,15.1,Clay,II,318,Medium,2,88.95,64.4
6,M20,Fe415,20,24,6.6,Clay,V,219,High,3,78.47,44.19
9,M20,Fe500,26,6,7.5,Clay,V,563,High,1,83.31,36.86
2,M30,Fe415,35,17,16.8,Loam,III,168,High,3,73.8,39.67
5,M40,Fe415,24,9,8.6,Sandy,II,488,Medium,5,92.38,72.21
2,M25,Fe415,57,24,5.8,Clay,III,346,High,1,33.18,15.9
10,M30,Fe415,12,10,16.3,Loam,II,577,High,4,104.7,63.03
2,M20,Fe500,17,8,18.9,Rocky,V,303,Low,5,49.15,61.84
1,M20,Fe500,30,14,3.0,Sandy,III,559,Medium,2,21.19,16.36
7,M20,Fe500,38,20,16.5,Clay,IV,478,High,5,94.96,63.61
5,M30,Fe500,31,15,6.8,Rocky,III,365,Low,0,72.03,45.05
1,M40,Fe500,0,21,4.9,Clay,IV,403,Medium,4,40.24,35.2
5,M30,Fe415,13,11,17.5,Rocky,I,350,Medium,3,94.97,61.88
5,M30,Fe500,48,16,17.0,Clay,III,390,High,0,88.17,34.32
3,M20,Fe500,23,19,7.8,Loam,IV,583,High,3,58.22,25.57
1,M25,Fe500,46,16,5.0,Sandy,IV,508,Medium,2,33.77,14.54
10,M20,Fe415,28,7,18.6,Sandy,II,150,Medium,2,114.37,84.42
6,M25,Fe415,32,20,12.9,Loam,I,526,Low,5,82.81,68.46
5,M20,Fe500,13,17,16.7,Loam,IV,542,Medium,1,64.51,40.07
10,M40,Fe500,26,5,6.1,Rocky,III,303,Low,4,128.82,115.23
1,M30,Fe415,2,21,9.2,Loam,V,504,High,2,49.87,17.4
4,M25,Fe415,22,10,10.5,Sandy,I,329,High,4,58.81,28.71
1,M20,Fe415,43,6,6.3,Rocky,I,242,Medium,3,27.62,24.61
1,M40,Fe500,11,4,12.0,Loam,III,427,High,4,46.57,31.82
7,M40,Fe500,24,10,18.5,Clay,V,430,Medium,5,108.96,76.98
6,M20,Fe415,0,6,18.1,Clay,II,385,Medium,4,79.13,61.4
10,M20,Fe415,3,12,8.8,Rocky,II,316,High,0,109.84,62.88
2,M40,Fe415,30,17,9.3,Rocky,V,381,Low,3,55.37,47.33
7,M25,Fe500,17,2,3.1,Clay,II,294,High,2,69.9,42.52
7,M25,Fe415,58,18,10.3,Sandy,I,498,Medium,4,93.0,68.57
9,M30,Fe500,38,21,8.3,Sandy,I,228,Medium,1,113.81,76.65
7,M25,Fe415,1,10,15.1,Rocky,IV,301,High,4,86.72,53.52
5,M30,Fe415,21,17,18.4,Rocky,III,214,High,0,87.74,46.17
1,M25,Fe415,22,7,7.1,Sandy,II,315,Medium,3,14.41,11.59
2,M40,Fe415,18,3,11.6,Loam,I,484,Medium,1,57.74,28.18
10,M30,Fe415,48,3,8.6,Rocky,V,235,Low,3,102.4,86.82
2,M20,Fe500,10,17,6.6,Sandy,I,482,High,5,33.82,23.81
2,M25,Fe415,16,20,10.2,Rocky,V,252,Medium,1,37.79,25.31
3,M25,Fe500,8,4,15.5,Loam,V,262,Medium,2,42.56,27.49
8,M20,Fe415,11,9,13.2,Loam,IV,589,Low,0,81.07,59.9
6,M25,Fe415,39,20,16.5,Clay,IV,455,Medium,1,91.77,64.64
8,M40,Fe415,48,24,12.3,Loam,I,550,High,4,110.95,73.09
7,M40,Fe415,47,3,11.9,Clay,III,224,Medium,4,95.24,66.71
10,M30,Fe415,20,3,19.9,Loam,I,486,Low,2,132.23,100.4
7,M30,Fe500,39,3,5.8,Rocky,III,393,Medium,4,87.36,81.67
10,M30,Fe415,12,9,6.0,Loam,I,332,High,5,118.72,73.84
4,M40,Fe415,56,8,13.4,Sandy,I,394,Low,0,90.61,64.83
4,M30,Fe415,31,4,9.8,Clay,II,410,High,1,51.07,20.41
9,M25,Fe500,37,8,18.6,Clay,III,543,High,4,99.13,65.5
7,M30,Fe500,38,8,14.6,Clay,II,472,High,5,90.26,65.21
2,M25,Fe500,55,2,16.4,Rocky,III,346,Medium,0,30.0,13.23
3,M20,Fe415,41,12,10.8,Rocky,V,561,High,4,37.11,9.84
7,M40,Fe415,15,4,11.6,Rocky,I,292,High,2,113.8,59.86
2,M30,Fe415,26,19,13.7,Rocky,IV,520,Medium,3,65.34,42.96
9,M30,Fe500,58,17,5.8,Rocky,II,507,High,5,99.07,56.89
4,M25,Fe500,21,12,4.1,Rocky,II,164,Medium,1,54.99,37.13
10,M40,Fe500,21,13,10.1,Loam,V,351,Medium,0,134.47,76.66
5,M40,Fe500,4,6,15.2,Loam,IV,471,Medium,1,93.84,63.22
9,M25,Fe415,57,21,5.9,Clay,III,265,High,1,102.07,54.57
7,M40,Fe415,59,20,7.5,Rocky,V,491,High,3,89.1,61.48
9,M20,Fe415,11,2,4.8,Sandy,I,344,Medium,0,78.1,39.28
7,M30,Fe415,47,13,13.3,Clay,IV,581,High,4,93.38,53.7
9,M20,Fe415,29,19,5.4,Sandy,III,194,Medium,1,90.51,60.75
5,M20,Fe500,12,6,3.5,Sandy,II,396,Low,5,58.56,57.68
5,M30,Fe415,57,11,9.0,Loam,V,418,Medium,0,74.93,51.89
6,M20,Fe500,51,7,18.7,Sandy,V,328,Medium,0,76.82,40.91
5,M25,Fe415,32,2,3.7,Clay,II,475,High,3,39.68,19.85
8,M30,Fe415,58,13,18.0,Loam,IV,493,Low,5,116.3,95.37
10,M25,Fe415,53,1,16.6,Clay,I,284,Low,1,116.55,78.81
5,M20,Fe500,17,21,12.6,Loam,III,598,Low,2,82.52,56.98
7,M20,Fe500,54,19,10.1,Rocky,III,372,Medium,5,81.07,58.91
4,M20,Fe500,5,6,7.5,Sandy,II,534,Low,4,49.5,43.45
3,M20,Fe500,19,6,8.0,Rocky,V,164,Low,3,44.03,40.71
7,M40,Fe415,49,18,10.0,Sandy,I,599,High,0,104.73,50.59
2,M30,Fe415,39,4,5.7,Sandy,V,228,High,0,39.89,0.11
9,M20,Fe415,9,16,16.4,Sandy,III,554,High,3,117.06,64.05
4,M20,Fe500,3,18,3.8,Clay,III,307,Low,2,56.59,44.13
6,M20,Fe500,21,23,18.2,Clay,I,150,High,1,101.76,59.06
4,M30,Fe500,37,4,8.6,Rocky,I,292,Low,2,69.16,46.23
2,M40,Fe500,19,3,11.2,Clay,III,305,High,3,56.81,25.84
1,M30,Fe500,52,13,11.2,Loam,III,338,Low,0,33.82,28.95
9,M30,Fe500,6,11,13.3,Rocky,III,481,Low,5,104.04,88.78
4,M25,Fe415,44,14,11.5,Sandy,II,379,Medium,1,58.14,33.68
5,M25,Fe500,19,8,10.8,Rocky,I,444,Medium,2,64.65,36.75
2,M40,Fe415,16,23,13.3,Rocky,II,568,Low,3,70.46,59.44
8,M40,Fe500,20,5,4.8,Sandy,I,590,Medium,2,87.76,59.94
2,M25,Fe415,32,18,10.3,Clay,III,269,High,2,38.66,3.31
8,M20,Fe415,20,20,15.3,Loam,I,191,Medium,0,118.49,69.4
3,M25,Fe500,47,5,4.3,Clay,V,439,Medium,4,44.94,34.0
10,M30,Fe500,1,17,3.9,Clay,IV,209,High,4,102.76,65.56
7,M30,Fe500,4,13,10.7,Clay,I,427,Low,1,95.21,72.87
4,M40,Fe500,18,3,8.4,Clay,I,593,Low,1,57.49,42.69
7,M25,Fe415,56,12,13.3,Clay,II,156,Low,0,80.37,55.54
4,M20,Fe415,10,11,6.9,Sandy,V,556,High,3,46.41,24.16
4,M30,Fe415,5,13,7.7,Sandy,IV,310,Low,0,55.32,32.41
5,M30,Fe500,24,16,19.6,Loam,V,248,High,5,86.0,57.21
1,M30,Fe415,13,20,15.6,Clay,IV,399,High,1,61.26,30.46
4,M30,Fe500,48,17,14.3,Rocky,II,573,High,3,85.16,52.03
7,M25,Fe500,28,13,17.1,Loam,IV,308,Medium,1,103.41,56.91
7,M30,Fe415,25,14,8.0,Clay,I,464,Medium,4,87.61,66.54
7,M25,Fe500,12,1,10.9,Sandy,II,528,High,1,85.04,41.84
2,M40,Fe415,1,8,19.4,Clay,IV,573,High,1,74.14,38.81
5,M20,Fe500,10,2,18.0,Clay,I,419,Low,3,68.07,56.27
